region,price,construction_area,saleable_area
元朗,售 475 萬,建築面積 : 335呎@14179,實用面積: --
元朗,"售 1,048 萬",建築面積 : --,實用面積: 726呎@14435
土瓜灣,售 675 萬,建築面積 : 500呎@13500,實用面積: 361呎@18698
元朗,售 930 萬,建築面積 : --,實用面積: 579呎@16062
元朗,售 408 萬,建築面積 : --,實用面積: 251呎@16255
堅尼地城,"售 4,300 萬",建築面積 : --,實用面積: 1552呎@27706
油塘,售 850 萬,建築面積 : 734呎@11580,實用面積: 546呎@15568
屯門,售 500 萬,建築面積 : 640呎@7813,實用面積: 508呎@9843
屯門,售 400 萬,建築面積 : 583呎@6861,實用面積: 447呎@8949
火炭,售 930 萬,建築面積 : 738呎@12602,實用面積: 586呎@15870
藍田,售 538 萬,建築面積 : 515呎@10446,實用面積: 401呎@13416
元朗,售 868 萬,建築面積 : 1344呎@6458,實用面積: 1001呎@8671
大角咀,售 378 萬,建築面積 : --,實用面積: 282呎@13404
長沙灣,售 588 萬,建築面積 : --,實用面積: 318呎@18491
旺角,售 508 萬,建築面積 : --,實用面積: 417呎@12182
深井(屯門),"售 1,750 萬",建築面積 : 1396呎@12535,實用面積: 1020呎@17157
奧運,售 938 萬,建築面積 : 609呎@15402,實用面積: 457呎@20525
天后,售 660 萬,建築面積 : 466呎@14163,實用面積: 333呎@19820
粉嶺,"售 1,388 萬",建築面積 : 2100呎@6609,實用面積: --
銅鑼灣,"售 2,698 萬",建築面積 : --,實用面積: 1317呎@20486
觀塘,售 520 萬,建築面積 : --,實用面積: 414呎@12560
油塘,售 738 萬,建築面積 : 869呎@8493,實用面積: 634呎@11640
藍田,售 558 萬,建築面積 : 658呎@8480,實用面積: 506呎@11028
旺角,售 179 萬,建築面積 : 159呎@11257,實用面積: --
油麻地,售 500 萬,建築面積 : --,實用面積: 315呎@15873
奧運,售 948 萬,建築面積 : 645呎@14698,實用面積: 467呎@20300
黃大仙,售 645 萬,建築面積 : --,實用面積: 353呎@18272
天后,售 885 萬,建築面積 : 661呎@13388,實用面積: 518呎@17085
馬鞍山,"售 1,538 萬",建築面積 : 1068呎@14401,實用面積: 874呎@17597
青衣,售 920 萬,建築面積 : --,實用面積: 518呎@17761
青衣,售 430 萬,建築面積 : --,實用面積: 350呎@12286
青衣,"售 1,600 萬",建築面積 : --,實用面積: 767呎@20860
深井(荃灣),售 480 萬,建築面積 : 768呎@6250,實用面積: 536呎@8955
元朗,售 438 萬,建築面積 : --,實用面積: 339呎@12920
鰂魚涌,售 950 萬,建築面積 : 652呎@14570,實用面積: 469呎@20256
荃灣,售 798 萬,建築面積 : 707呎@11287,實用面積: 527呎@15142
青衣,售 413 萬,建築面積 : 456呎@9057,實用面積: 338呎@12219
荃灣,售 498 萬,建築面積 : --,實用面積: 438呎@11370
大埔,售 930 萬,建築面積 : --,實用面積: 733呎@12688
大埔,"售 1,680 萬",建築面積 : 2100呎@8000,實用面積: --
青衣,售 620 萬,建築面積 : 516呎@12016,實用面積: 401呎@15461
深井(屯門),"售 1,850 萬",建築面積 : 2000呎@9250,實用面積: 1494呎@12383
荃灣,售 880 萬,建築面積 : 667呎@13193,實用面積: 582呎@15120
銅鑼灣,售 890 萬,建築面積 : 661呎@13464,實用面積: 518呎@17181
紅磡,售 590 萬,建築面積 : 520呎@11346,實用面積: 380呎@15526
黃埔,售 860 萬,建築面積 : --,實用面積: 466呎@18455
紅磡,售 678 萬,建築面積 : --,實用面積: 381呎@17795
黃埔,售 670 萬,建築面積 : --,實用面積: 389呎@17224
上水,售 880 萬,建築面積 : 1400呎@6285,實用面積: --
何文田,售 818 萬,建築面積 : --,實用面積: 566呎@14452
灣仔,售 585 萬,建築面積 : --,實用面積: 314呎@18631
馬鞍山,"售 1,150 萬",建築面積 : 977呎@11770,實用面積: 788呎@14594
天后,售 608 萬,建築面積 : 595呎@10218,實用面積: 301呎@20199
紅磡,售 560 萬,建築面積 : --,實用面積: 300呎@18667
元朗,售 630 萬,建築面積 : --,實用面積: 522呎@12069
何文田,售 780 萬,建築面積 : 607呎@12850,實用面積: 482呎@16183
荃灣,"售 1,030 萬",建築面積 : --,實用面積: 695呎@14820
筲箕灣,售 390 萬,建築面積 : 400呎@9750,實用面積: 276呎@14130
長沙灣,售 350 萬,建築面積 : --,實用面積: 210呎@16667
將軍澳,售 588 萬,建築面積 : 601呎@9784,實用面積: 438呎@13425
深水埗,售 360 萬,建築面積 : --,實用面積: 330呎@10909
土瓜灣,售 478 萬,建築面積 : --,實用面積: 409呎@11687
上環,售 550 萬,建築面積 : --,實用面積: 281呎@19573
何文田,售 898 萬,建築面積 : --,實用面積: 560呎@16036
佐敦,售 590 萬,建築面積 : --,實用面積: 492呎@11992
將軍澳,售 650 萬,建築面積 : --,實用面積: 411呎@15815
天后,售 608 萬,建築面積 : 595呎@10218,實用面積: 301呎@20199
長沙灣,售 488 萬,建築面積 : 402呎@12139,實用面積: 279呎@17491
荃灣,"售 1,085 萬",建築面積 : 1213呎@8944,實用面積: 922呎@11768
粉嶺,售 478 萬,建築面積 : 700呎@6828,實用面積: --
油麻地,售 448 萬,建築面積 : 415呎@10795,實用面積: 245呎@18286
油麻地,售 420 萬,建築面積 : 335呎@12537,實用面積: 236呎@17797
元朗,售 530 萬,建築面積 : --,實用面積: 480呎@11042
西灣河,售 450 萬,建築面積 : --,實用面積: 209呎@21531
天后,售 888 萬,建築面積 : 661呎@13434,實用面積: 518呎@17143
太子,售 700 萬,建築面積 : --,實用面積: 759呎@9223
旺角,售 180 萬,建築面積 : 200呎@9000,實用面積: 100呎@18000
佐敦,售 638 萬,建築面積 : --,實用面積: 597呎@10687
旺角,售 450 萬,建築面積 : --,實用面積: 231呎@19481
深水埗,售 550 萬,建築面積 : 499呎@11022,實用面積: 349呎@15759
旺角,售 420 萬,建築面積 : --,實用面積: 250呎@16800
何文田,"售 1,028 萬",建築面積 : 831呎@12370,實用面積: 707呎@14540
油麻地,售 447 萬,建築面積 : 384呎@11640,實用面積: 292呎@15308
油麻地,售 768 萬,建築面積 : 899呎@8542,實用面積: --
太子,售 565 萬,建築面積 : 550呎@10272,實用面積: 356呎@15871
油麻地,售 448 萬,建築面積 : 373呎@12010,實用面積: 288呎@15556
旺角,售 448 萬,建築面積 : --,實用面積: 302呎@14834
油麻地,售 768 萬,建築面積 : --,實用面積: 738呎@10407
佐敦,售 498 萬,建築面積 : --,實用面積: 477呎@10440
旺角,售 818 萬,建築面積 : --,實用面積: 699呎@11702
太子,售 320 萬,建築面積 : --,實用面積: 223呎@14350
佐敦,售 315 萬,建築面積 : --,實用面積: 207呎@15217
將軍澳,"售 1,075 萬",建築面積 : 1330呎@8083,實用面積: 1002呎@10729
大角咀,售 402 萬,建築面積 : --,實用面積: 396呎@10152
荃灣,售 960 萬,建築面積 : 848呎@11321,實用面積: 682呎@14076
油麻地,售 468 萬,建築面積 : --,實用面積: 302呎@15497
太子,售 368 萬,建築面積 : 400呎@9200,實用面積: 312呎@11795
旺角,售 980 萬,建築面積 : 846呎@11583,實用面積: 771呎@12711
將軍澳,售 830 萬,建築面積 : 674呎@12315,實用面積: 503呎@16501
油麻地,售 800 萬,建築面積 : 1000呎@8000,實用面積: 734呎@10899
油麻地,售 560 萬,建築面積 : 475呎@11789,實用面積: 384呎@14583
佐敦,售 540 萬,建築面積 : --,實用面積: 280呎@19286
旺角,售 395 萬,建築面積 : --,實用面積: 234呎@16880
旺角,售 628 萬,建築面積 : --,實用面積: 332呎@18916
旺角,售 350 萬,建築面積 : --,實用面積: 206呎@16990
大角咀,售 488 萬,建築面積 : --,實用面積: 358呎@13631
太子,售 638 萬,建築面積 : --,實用面積: 662呎@9637
太子,售 600 萬,建築面積 : --,實用面積: 712呎@8427
奧運,售 690 萬,建築面積 : --,實用面積: 592呎@11655
太子,售 620 萬,建築面積 : 498呎@12449,實用面積: 324呎@19136
太子,售 620 萬,建築面積 : 498呎@12449,實用面積: 324呎@19136
深水埗,售 598 萬,建築面積 : 490呎@12204,實用面積: 336呎@17798
長沙灣,售 418 萬,建築面積 : 338呎@12366,實用面積: 229呎@18253
深水埗,售 428 萬,建築面積 : 395呎@10835,實用面積: 284呎@15070
大角咀,售 400 萬,建築面積 : --,實用面積: 241呎@16598
深水埗,售 650 萬,建築面積 : --,實用面積: 737呎@8820
大角咀,售 458 萬,建築面積 : --,實用面積: 430呎@10651
大角咀,售 570 萬,建築面積 : --,實用面積: 332呎@17169
太子,售 555 萬,建築面積 : 415呎@13373,實用面積: 286呎@19406
油麻地,售 675 萬,建築面積 : 611呎@11047,實用面積: 389呎@17352
旺角,售 625 萬,建築面積 : --,實用面積: 567呎@11023
沙田,"售 1,300 萬",建築面積 : --,實用面積: 947呎@13728
堅尼地城,售 818 萬,建築面積 : --,實用面積: 378呎@21640
土瓜灣,售 480 萬,建築面積 : --,實用面積: 287呎@16725
太子,售 448 萬,建築面積 : --,實用面積: 243呎@18436
深水埗,售 410 萬,建築面積 : 395呎@10379,實用面積: 284呎@14437
深水埗,售 378 萬,建築面積 : 335呎@11283,實用面積: 263呎@14373
何文田,售 730 萬,建築面積 : --,實用面積: 466呎@15665
大角咀,售 568 萬,建築面積 : --,實用面積: 344呎@16512
旺角,售 333 萬,建築面積 : --,實用面積: 216呎@15417
旺角,售 520 萬,建築面積 : 552呎@9420,實用面積: 306呎@16993
深水埗,售 355 萬,建築面積 : --,實用面積: 272呎@13051
鴨脷洲,售 568 萬,建築面積 : 464呎@12241,實用面積: 300呎@18933
紅磡,售 499 萬,建築面積 : --,實用面積: 358呎@13939
何文田,售 618 萬,建築面積 : 465呎@13290,實用面積: 318呎@19434
旺角,售 258 萬,建築面積 : 100呎@25800,實用面積: --
上環,售 600 萬,建築面積 : --,實用面積: 279呎@21505
九龍灣,售 800 萬,建築面積 : --,實用面積: 493呎@16227
旺角,售 622 萬,建築面積 : 549呎@11329,實用面積: 452呎@13761
大角咀,"售 1,530 萬",建築面積 : --,實用面積: 845呎@18107
大角咀,"售 1,520 萬",建築面積 : --,實用面積: 716呎@21229
旺角,售 398 萬,建築面積 : --,實用面積: 268呎@14851
紅磡,售 520 萬,建築面積 : --,實用面積: 321呎@16199
旺角,售 638 萬,建築面積 : --,實用面積: 386呎@16528
旺角,售 480 萬,建築面積 : 353呎@13597,實用面積: 183呎@26230
旺角,售 398 萬,建築面積 : --,實用面積: 280呎@14214
紅磡,售 425 萬,建築面積 : --,實用面積: 287呎@14808
土瓜灣,售 405 萬,建築面積 : 337呎@12017,實用面積: 287呎@14111
旺角,售 520 萬,建築面積 : --,實用面積: 346呎@15029
長沙灣,售 540 萬,建築面積 : --,實用面積: 299呎@18060
大角咀,售 668 萬,建築面積 : --,實用面積: 485呎@13773
旺角,售 630 萬,建築面積 : --,實用面積: 489呎@12883
長沙灣,售 520 萬,建築面積 : --,實用面積: 306呎@16993
長沙灣,售 538 萬,建築面積 : --,實用面積: 281呎@19146
旺角,售 570 萬,建築面積 : 498呎@11445,實用面積: 307呎@18567
旺角,售 570 萬,建築面積 : 498呎@11445,實用面積: 307呎@18567
粉嶺,售 625 萬,建築面積 : 587呎@10647,實用面積: 433呎@14434
深水埗,"售 1,580 萬",建築面積 : --,實用面積: 846呎@18676
旺角,售 418 萬,建築面積 : 372呎@11236,實用面積: 238呎@17563
旺角,售 730 萬,建築面積 : --,實用面積: 456呎@16009
粉嶺,售 560 萬,建築面積 : 532呎@10526,實用面積: 385呎@14545
旺角,售 410 萬,建築面積 : 335呎@12238,實用面積: 229呎@17904
旺角,售 510 萬,建築面積 : --,實用面積: 311呎@16399
大角咀,售 468 萬,建築面積 : --,實用面積: 360呎@13000
大角咀,售 378 萬,建築面積 : 330呎@11454,實用面積: 260呎@14538
藍田,售 638 萬,建築面積 : 710呎@8985,實用面積: 554呎@11516
青衣,"售 1,580 萬",建築面積 : 1272呎@12421,實用面積: 1058呎@14934
元朗,售 696 萬,建築面積 : --,實用面積: 667呎@10435
大埔,售 980 萬,建築面積 : --,實用面積: 657呎@14916
元朗,售 790 萬,建築面積 : --,實用面積: 508呎@15551
旺角,"售 33,500 萬",建築面積 : --,實用面積: 980呎@341837
深井(屯門),售 800 萬,建築面積 : 904呎@8849,實用面積: 709呎@11283
葵涌,售 790 萬,建築面積 : 703呎@11237,實用面積: 570呎@13860
元朗,售 516 萬,建築面積 : --,實用面積: 452呎@11416
深水埗,售 535 萬,建築面積 : --,實用面積: 380呎@14079
深井(屯門),售 998 萬,建築面積 : --,實用面積: 905呎@11028
深井(屯門),售 998 萬,建築面積 : 1223呎@8160,實用面積: 1012呎@9862
深井(屯門),售 960 萬,建築面積 : 1111呎@8640,實用面積: 884呎@10860
深井(屯門),"售 2,680 萬",建築面積 : --,實用面積: 1631呎@16432
深井(屯門),"售 1,900 萬",建築面積 : 1597呎@11897,實用面積: 1516呎@12533
旺角,售 450 萬,建築面積 : --,實用面積: 329呎@13678
旺角,售 425 萬,建築面積 : 355呎@11971,實用面積: 230呎@18478
旺角,售 468 萬,建築面積 : 600呎@7800,實用面積: 480呎@9750
西營盤,售 813 萬,建築面積 : --,實用面積: 293呎@27747
旺角,售 598 萬,建築面積 : --,實用面積: 386呎@15492
旺角,售 380 萬,建築面積 : --,實用面積: 214呎@17757
深水埗,售 358 萬,建築面積 : --,實用面積: 197呎@18173
旺角,售 468 萬,建築面積 : 384呎@12187,實用面積: 244呎@19180
牛池灣,售 618 萬,建築面積 : 694呎@8904,實用面積: 592呎@10439
元朗,售 638 萬,建築面積 : --,實用面積: 428呎@14907
觀塘,售 438 萬,建築面積 : 662呎@6616,實用面積: --
旺角,售 520 萬,建築面積 : 386呎@13471,實用面積: 311呎@16720
紅磡,"售 1,998 萬",建築面積 : 1226呎@16297,實用面積: 920呎@21717
旺角,售 468 萬,建築面積 : --,實用面積: 290呎@16138
旺角,售 820 萬,建築面積 : --,實用面積: 432呎@18981
將軍澳,"售 1,800 萬",建築面積 : --,實用面積: 956呎@18828
長沙灣,售 478 萬,建築面積 : --,實用面積: 306呎@15621
將軍澳,售 880 萬,建築面積 : --,實用面積: 450呎@19556
粉嶺,售 198 萬,建築面積 : 978呎@2025,實用面積: --
旺角,售 288 萬,建築面積 : 345呎@8347,實用面積: --
旺角,售 515 萬,建築面積 : --,實用面積: 570呎@9035
將軍澳,售 938 萬,建築面積 : --,實用面積: 541呎@17338
深水埗,售 375 萬,建築面積 : 262呎@14312,實用面積: 205呎@18293
旺角,售 480 萬,建築面積 : --,實用面積: 457呎@10503
深水埗,售 308 萬,建築面積 : --,實用面積: 197呎@15635
元朗,售 585 萬,建築面積 : 609呎@9606,實用面積: 460呎@12717
尖沙咀,"售 1,120 萬",建築面積 : --,實用面積: 509呎@22004
尖沙咀,售 938 萬,建築面積 : --,實用面積: 360呎@26056
深水埗,售 428 萬,建築面積 : --,實用面積: 262呎@16336
鴨脷洲,售 688 萬,建築面積 : 575呎@11965,實用面積: 469呎@14670
油麻地,售 770 萬,建築面積 : 510呎@15098,實用面積: 400呎@19250
油麻地,售 890 萬,建築面積 : --,實用面積: 472呎@18856
大埔,售 558 萬,建築面積 : 566呎@9859,實用面積: 467呎@11949
沙田,售 448 萬,建築面積 : 368呎@12174,實用面積: 242呎@18512
油麻地,售 642 萬,建築面積 : --,實用面積: 323呎@19876
油麻地,"售 1,250 萬",建築面積 : 786呎@15903,實用面積: 604呎@20695
油麻地,售 630 萬,建築面積 : 403呎@15632,實用面積: 323呎@19505
何文田,"售 1,900 萬",建築面積 : 1482呎@12821,實用面積: 1080呎@17593
九龍站,"售 1,980 萬",建築面積 : 722呎@27423,實用面積: 533呎@37148
粉嶺,售 338 萬,建築面積 : 582呎@5808,實用面積: 432呎@7824
將軍澳,售 696 萬,建築面積 : --,實用面積: 357呎@19496
大埔,售 480 萬,建築面積 : 379呎@12665,實用面積: 303呎@15842
柴灣,售 310 萬,建築面積 : 521呎@5950,實用面積: 387呎@8010
美孚,"售 1,100 萬",建築面積 : --,實用面積: 779呎@14121
佐敦,售 560 萬,建築面積 : 401呎@13965,實用面積: 267呎@20974
馬鞍山,售 858 萬,建築面積 : --,實用面積: 465呎@18452
將軍澳,售 580 萬,建築面積 : --,實用面積: 266呎@21805
火炭,售 580 萬,建築面積 : 623呎@9310,實用面積: 498呎@11647
元朗,售 643 萬,建築面積 : --,實用面積: 521呎@12342
堅尼地城,售 498 萬,建築面積 : --,實用面積: 296呎@16824
將軍澳,售 760 萬,建築面積 : 775呎@9806,實用面積: 614呎@12378
